energy_system_scenario,freight_demand_scenario,year,region,technology,freight_ton_mile_travel
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,biodiesel,197000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,catenary,191000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,battery,152000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,diesel,212000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,hydrogen,205000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,biodiesel,207000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,catenary,185000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,battery,176000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,diesel,194000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,hydrogen,214000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,biodiesel,193000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,catenary,168000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,battery,169000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,diesel,182000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,hydrogen,167000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,biodiesel,188000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,catenary,174000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,battery,212000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,diesel,167000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,hydrogen,183000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,biodiesel,201000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,catenary,204000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,battery,197000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,diesel,158000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,hydrogen,175000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,biodiesel,180000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,catenary,148000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,battery,162000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,diesel,190000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,hydrogen,202000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,biodiesel,145000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,catenary,186000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,battery,151000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,diesel,180000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,hydrogen,146000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,biodiesel,205000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,catenary,201000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,battery,164000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,diesel,172000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,hydrogen,192000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,biodiesel,152000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,catenary,212000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,battery,196000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,diesel,189000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,hydrogen,150000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,biodiesel,170000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,catenary,192000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,battery,207000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,diesel,201000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,hydrogen,165000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,biodiesel,172000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,catenary,182000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,battery,213000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,diesel,155000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,hydrogen,157000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,biodiesel,206000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,catenary,208000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,battery,205000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,diesel,146000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,hydrogen,167000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,biodiesel,160000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,catenary,185000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,battery,199000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,diesel,208000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,hydrogen,150000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,biodiesel,189000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,catenary,156000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,battery,180000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,diesel,153000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,hydrogen,165000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,biodiesel,210000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,catenary,202000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,battery,214000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,diesel,181000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,hydrogen,194000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,biodiesel,152000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,catenary,211000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,battery,196000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,diesel,203000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,hydrogen,165000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,biodiesel,151000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,catenary,166000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,battery,156000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,diesel,190000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,hydrogen,213000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,biodiesel,208000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,catenary,169000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,battery,150000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,diesel,179000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,hydrogen,166000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,biodiesel,202000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,catenary,198000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,battery,169000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,diesel,162000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,hydrogen,176000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,biodiesel,183000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,catenary,153000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,battery,164000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,diesel,193000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,hydrogen,154000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,biodiesel,172000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,catenary,190000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,battery,201000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,diesel,175000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,hydrogen,187000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,biodiesel,193000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,catenary,190000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,battery,148000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,diesel,165000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,hydrogen,163000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,biodiesel,214000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,catenary,151000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,battery,210000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,diesel,177000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,hydrogen,170000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,biodiesel,215000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,catenary,185000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,battery,150000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,diesel,201000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,hydrogen,172000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,biodiesel,211000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,catenary,185000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,battery,154000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,diesel,209000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,hydrogen,205000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,biodiesel,156000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,catenary,193000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,battery,160000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,diesel,158000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,hydrogen,210000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,biodiesel,205000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,catenary,202000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,battery,146000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,diesel,187000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,hydrogen,167000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,biodiesel,160000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,catenary,181000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,battery,199000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,diesel,159000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,hydrogen,169000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,biodiesel,167000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,catenary,169000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,battery,145000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,diesel,155000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,hydrogen,167000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,biodiesel,177000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,catenary,166000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,battery,198000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,diesel,157000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,hydrogen,200000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,biodiesel,147000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,catenary,167000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,battery,181000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_west,diesel,201000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_west,hydrogen,160000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_west,biodiesel,192000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_west,catenary,166000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,south_west,battery,158000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,texas,diesel,166000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,texas,hydrogen,194000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,texas,biodiesel,187000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,texas,catenary,191000000000.0
100% CO2 reduction by 2050,Agricultural Reduction,2050,texas,battery,212000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,california,diesel,179000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,california,hydrogen,208000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,california,biodiesel,167000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,california,catenary,210000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,california,battery,187000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,central,diesel,152000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,central,hydrogen,206000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,central,biodiesel,203000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,central,catenary,192000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,central,battery,172000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,middle_atlantic,diesel,211000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,middle_atlantic,hydrogen,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,middle_atlantic,biodiesel,153000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,middle_atlantic,catenary,158000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,middle_atlantic,battery,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_central,diesel,173000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_central,hydrogen,184000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_central,biodiesel,172000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_central,catenary,164000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_central,battery,153000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_east,diesel,181000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_east,hydrogen,156000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_east,biodiesel,198000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_east,catenary,182000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_east,battery,159000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_west,diesel,192000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_west,hydrogen,184000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_west,biodiesel,215000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_west,catenary,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,north_west,battery,165000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_east,diesel,184000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_east,hydrogen,163000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_east,biodiesel,199000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_east,catenary,199000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_east,battery,166000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_west,diesel,151000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_west,hydrogen,210000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_west,biodiesel,193000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_west,catenary,163000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,south_west,battery,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,texas,diesel,182000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,texas,hydrogen,173000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,texas,biodiesel,210000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,texas,catenary,197000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2025,texas,battery,195000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,california,diesel,158000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,california,hydrogen,178000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,california,biodiesel,190000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,california,catenary,154000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,california,battery,201000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,central,diesel,191000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,central,hydrogen,179000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,central,biodiesel,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,central,catenary,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,central,battery,193000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,middle_atlantic,diesel,187000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,middle_atlantic,hydrogen,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,middle_atlantic,biodiesel,180000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,middle_atlantic,catenary,197000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,middle_atlantic,battery,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,diesel,156000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,hydrogen,211000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,biodiesel,183000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,catenary,193000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_central,battery,211000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,diesel,202000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,hydrogen,154000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,biodiesel,178000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,catenary,151000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_east,battery,189000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,diesel,197000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,hydrogen,177000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,biodiesel,205000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,catenary,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,north_west,battery,156000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,diesel,213000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,hydrogen,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,biodiesel,164000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,catenary,154000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_east,battery,174000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,diesel,200000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,hydrogen,215000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,biodiesel,166000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,catenary,199000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,south_west,battery,177000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,diesel,180000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,hydrogen,185000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,biodiesel,204000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,catenary,164000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2030,texas,battery,194000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,diesel,200000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,hydrogen,146000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,biodiesel,158000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,catenary,189000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,california,battery,163000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,diesel,167000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,hydrogen,199000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,biodiesel,158000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,catenary,200000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,central,battery,197000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,diesel,152000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,hydrogen,147000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,biodiesel,214000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,catenary,187000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,middle_atlantic,battery,182000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,diesel,145000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,hydrogen,145000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,biodiesel,189000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,catenary,206000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_central,battery,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,diesel,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,hydrogen,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,biodiesel,192000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,catenary,176000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_east,battery,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,diesel,151000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,hydrogen,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,biodiesel,157000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,catenary,153000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,north_west,battery,206000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,diesel,181000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,hydrogen,214000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,biodiesel,197000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,catenary,167000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_east,battery,150000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,diesel,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,hydrogen,171000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,biodiesel,150000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,catenary,181000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,south_west,battery,152000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,diesel,205000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,hydrogen,201000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,biodiesel,196000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,catenary,170000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2035,texas,battery,188000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,diesel,157000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,hydrogen,176000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,biodiesel,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,catenary,178000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,california,battery,152000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,diesel,188000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,hydrogen,174000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,biodiesel,181000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,catenary,173000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,central,battery,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,diesel,180000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,hydrogen,202000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,biodiesel,206000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,catenary,184000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,middle_atlantic,battery,175000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,diesel,180000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,hydrogen,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,biodiesel,155000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,catenary,212000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_central,battery,188000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,diesel,190000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,hydrogen,164000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,biodiesel,186000000000.0
