energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_locomotives,number_of_tender_cars,locomotive_hours,tender_hours,cost_per_locomotive ($),cost_per_tender ($),cost_per_locomotive_hour ($),cost_per_tender_hour ($)
100% CO2 reduction by 2050,business_as_usual,2025,texas,diesel,2237,0,9794,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2025,texas,hydrogen,2931,2931,12832,12832,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2025,texas,biodiesel,2562,0,11216,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2025,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2025,texas,battery,2426,7278,10621,31863,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,california,diesel,2366,0,10358,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,california,hydrogen,2381,2381,10424,10424,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,california,biodiesel,2433,0,10652,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,california,battery,3032,9096,13274,39822,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,central,diesel,2740,0,11996,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,central,hydrogen,2758,2758,12075,12075,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,central,biodiesel,3056,0,13379,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,central,battery,3085,9255,13506,40518,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,middle_atlantic,diesel,2533,0,11089,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,middle_atlantic,hydrogen,2446,2446,10709,10709,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,middle_atlantic,biodiesel,3070,0,13440,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,middle_atlantic,battery,2999,8997,13130,39389,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_central,diesel,2567,0,11238,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_central,hydrogen,3181,3181,13926,13926,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_central,biodiesel,2854,0,12495,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_central,battery,2909,8727,12736,38207,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_east,diesel,2988,0,13081,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_east,hydrogen,2661,2661,11650,11650,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_east,biodiesel,2361,0,10336,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_east,battery,2397,7191,10494,31482,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_west,diesel,2915,0,12762,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_west,hydrogen,2457,2457,10757,10757,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_west,biodiesel,2792,0,12223,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,north_west,battery,2417,7251,10582,31745,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_east,diesel,2895,0,12674,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_east,hydrogen,2487,2487,10888,10888,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_east,biodiesel,2825,0,12368,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_east,battery,2250,6750,9851,29552,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_west,diesel,3065,0,13419,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_west,hydrogen,2677,2677,11720,11720,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_west,biodiesel,3250,0,14229,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,south_west,battery,2682,8046,11742,35225,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,texas,diesel,2972,0,13011,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,texas,hydrogen,3168,3168,13870,13870,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,texas,biodiesel,3124,0,13677,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2030,texas,battery,3203,9609,14023,42068,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,california,diesel,2435,0,10660,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,california,hydrogen,2207,2207,9662,9662,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,california,biodiesel,2801,0,12263,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,california,battery,2268,6804,9929,29788,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,central,diesel,3082,0,13493,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,central,hydrogen,3245,3245,14207,14207,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,central,biodiesel,2457,0,10757,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,central,battery,2945,8835,12893,38680,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,diesel,2751,0,12044,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,hydrogen,2329,2329,10196,10196,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,biodiesel,2508,0,10980,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,battery,3006,9018,13160,39481,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_central,diesel,3261,0,14277,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_central,hydrogen,2353,2353,10301,10301,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_central,biodiesel,2854,0,12495,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_central,battery,2942,8826,12880,38640,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_east,diesel,2586,0,11322,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_east,hydrogen,2978,2978,13038,13038,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_east,biodiesel,2369,0,10371,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_east,battery,2586,7758,11322,33965,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_west,diesel,2343,0,10258,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_west,hydrogen,2311,2311,10118,10118,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_west,biodiesel,3091,0,13532,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,north_west,battery,2293,6879,10039,30116,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_east,diesel,2801,0,12263,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_east,hydrogen,2935,2935,12849,12849,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_east,biodiesel,2799,0,12254,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_east,battery,2916,8748,12766,38299,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_west,diesel,2742,0,12004,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_west,hydrogen,2752,2752,12048,12048,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_west,biodiesel,3097,0,13559,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,south_west,battery,2274,6822,9956,29867,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,texas,diesel,3170,0,13878,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,texas,hydrogen,2247,2247,9837,9837,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,texas,biodiesel,2707,0,11851,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2035,texas,battery,2686,8058,11759,35278,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,california,diesel,2667,0,11676,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,california,hydrogen,2277,2277,9969,9969,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,california,biodiesel,2687,0,11764,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,california,battery,2394,7182,10481,31443,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,central,diesel,3276,0,14342,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,central,hydrogen,2700,2700,11821,11821,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,central,biodiesel,2287,0,10012,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,central,battery,2831,8493,12394,37182,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,diesel,3244,0,14202,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,hydrogen,2234,2234,9780,9780,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,biodiesel,3078,0,13475,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,battery,2980,8940,13046,39139,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_central,diesel,2914,0,12757,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_central,hydrogen,2631,2631,11519,11519,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_central,biodiesel,2559,0,11203,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_central,battery,3067,9201,13427,40282,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_east,diesel,3054,0,13370,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_east,hydrogen,2248,2248,9842,9842,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_east,biodiesel,3064,0,13414,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_east,battery,2375,7125,10398,31193,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_west,diesel,2940,0,12871,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_west,hydrogen,2300,2300,10069,10069,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_west,biodiesel,3086,0,13511,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,north_west,battery,2475,7425,10836,32507,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_east,diesel,3249,0,14224,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_east,hydrogen,2697,2697,11807,11807,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_east,biodiesel,2909,0,12736,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_east,battery,2929,8787,12823,38469,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_west,diesel,2967,0,12990,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_west,hydrogen,2903,2903,12709,12709,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_west,biodiesel,2728,0,11943,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,south_west,battery,2815,8445,12324,36972,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,texas,diesel,3068,0,13432,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,texas,hydrogen,3018,3018,13213,13213,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,texas,biodiesel,2790,0,12215,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2040,texas,battery,2415,7245,10573,31719,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,california,diesel,2432,0,10647,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,california,hydrogen,2643,2643,11571,11571,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,california,biodiesel,2724,0,11926,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,california,battery,2228,6684,9754,29263,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,central,diesel,3168,0,13870,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,central,hydrogen,2803,2803,12272,12272,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,central,biodiesel,2405,0,10529,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,central,battery,2345,7035,10266,30799,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,diesel,3231,0,14145,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,hydrogen,2222,2222,9728,9728,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,biodiesel,2810,0,12302,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,battery,2438,7314,10674,32021,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_central,diesel,2892,0,12661,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_central,hydrogen,2616,2616,11453,11453,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_central,biodiesel,3151,0,13795,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_central,battery,2628,7884,11505,34516,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_east,diesel,3241,0,14189,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_east,hydrogen,2731,2731,11956,11956,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_east,biodiesel,2701,0,11825,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_east,battery,3033,9099,13278,39835,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_west,diesel,3253,0,14242,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_west,hydrogen,3246,3246,14211,14211,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_west,biodiesel,3270,0,14316,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,north_west,battery,3088,9264,13519,40558,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_east,diesel,2884,0,12626,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_east,hydrogen,2760,2760,12083,12083,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_east,biodiesel,3243,0,14198,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_east,battery,2396,7188,10490,31469,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_west,diesel,2202,0,9640,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_west,hydrogen,3027,3027,13252,13252,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_west,biodiesel,2415,0,10573,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,south_west,battery,2554,7662,11181,33544,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,texas,diesel,3156,0,13817,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,texas,hydrogen,2664,2664,11663,11663,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,texas,biodiesel,2617,0,11457,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2045,texas,battery,3073,9219,13454,40361,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,california,diesel,2479,0,10853,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,california,hydrogen,3001,3001,13138,13138,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,california,biodiesel,2342,0,10253,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,california,battery,3256,9768,14255,42764,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,central,diesel,2455,0,10748,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,central,hydrogen,3104,3104,13589,13589,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,central,biodiesel,2707,0,11851,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,central,battery,2760,8280,12083,36250,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,diesel,2387,0,10450,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,hydrogen,2514,2514,11006,11006,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,biodiesel,2501,0,10949,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,battery,3108,9324,13607,40820,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_central,diesel,3231,0,14145,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_central,hydrogen,2439,2439,10678,10678,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_central,biodiesel,2327,0,10188,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_central,battery,3015,9045,13200,39599,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_east,diesel,2712,0,11873,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_east,hydrogen,2521,2521,11037,11037,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_east,biodiesel,2236,0,9789,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_east,battery,2443,7329,10695,32086,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_west,diesel,2199,0,9627,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_west,hydrogen,2231,2231,9767,9767,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_west,biodiesel,3106,0,13598,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,north_west,battery,2390,7170,10463,31390,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_east,diesel,2455,0,10748,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_east,hydrogen,2508,2508,10980,10980,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_east,biodiesel,2417,0,10582,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_east,battery,2463,7389,10783,32349,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_west,diesel,3246,0,14211,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_west,hydrogen,2486,2486,10884,10884,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_west,biodiesel,2225,0,9741,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,south_west,battery,2866,8598,12547,37642,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,texas,diesel,3012,0,13187,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,texas,hydrogen,2319,2319,10153,10153,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,texas,biodiesel,2723,0,11921,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,business_as_usual,2050,texas,battery,3251,9753,14233,42699,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,diesel,3055,0,13375,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,hydrogen,2489,2489,10897,10897,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,biodiesel,3258,0,14264,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,battery,2580,7740,11295,33886,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,diesel,2660,0,11645,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,hydrogen,2558,2558,11199,11199,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,biodiesel,2906,0,12722,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,battery,3201,9603,14014,42042,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,diesel,2209,0,9671,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,hydrogen,3044,3044,13327,13327,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,biodiesel,2924,0,12801,0,3500000,0,93.09,23.27
